2009-12-04/17:48 6 uncovered ranges found
2009-12-08/17:50 6 uncovered ranges found
2009-12-11/16:50 5 uncovered ranges found
2009-12-28/12:30 5 uncovered ranges found
2010-03-14/03:36 4
2010-03-26/16:13 3
2010-04-17/10:38 3
2010-05-15/07:49 5
2010-05-21/16:32 5
2010-05-27/16:54 5
2010-07-16/12:41 16
2010-10-08/08:53 16
2010-10-16/09:26 16
2010-10-21/18:01 14
2010-11-27/09:40 12
