2009-12-04,1.137
2009-12-08,1.136
2009-12-11,1.127
2009-12-28,1.127
2010-03-14,0.1098
2010-03-26,0.07321
2010-04-17,0.07321
2010-05-15,0.1279
2010-05-21,0.1279
2010-05-27,0.1279
2010-07-16,0.2999
2010-10-08,0.27
2010-10-16,0.27
2010-10-21,0.234
2010-11-27,0.1919
