2010-03-14,22746
2010-03-26,22746
2010-04-17,22754
2010-05-15,21648
2010-05-21,18756
2010-05-27,19640
2010-07-16,6332
2010-07-19,6060
2010-10-08,3564
2010-10-16,5996
2010-10-21,5920
2010-11-01,4900
2010-11-27,4896
