2009-12-04,45364
2009-12-08,45404
2009-12-11,45412
2009-12-28,45412
2010-03-14,43708
2010-03-26,43708
2010-04-17,43708
2010-05-15,43776
2010-05-21,43776
2010-05-27,43776
2010-07-16,44016
2010-10-08,44452
2010-10-16,44452
2010-10-21,44444
2010-11-27,44300
